Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday
Kreta Ayer People's Theatre ,"30A Kreta Ayer Road, S(088997)",$1.00/30min from 7am to 5pm,$0.50/30min from 5pm to 10pm,Same as Weekdays,Same as Weekdays
