Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude,Longitude,Coord,Latitude_rad,Longitude_rad,Coord_rad
Century Square,"2 Tampines Central 5, S(529509)","\$1.07 for 1st hr, \$0.32 for next subsequent 15min from 3.01am to 6pm",\$2.14/entry from 6.01pm to 3am the following day,"\$0.32/15min from 3.01am to 6pm, \$2.14/entry from 6.01pm to 3am the following day","\$0.32/15min from 3.01am to 6pm, \$2.14/entry from 6.01pm to 3am the following day",1.3523388,103.9438775,"(1.3523388000000001, 103.9438775)",0.023602764662469092,1.8141628996646522,"(0.023602764662469092, 1.8141628996646522)"
Changi Airport Terminal 1,"1 Airport Boulevard, S(819642)",\$0.04/min from 12midnight to 12midnight the following day,\$0.04/min from 12midnight to 12midnight the following day,Charges same as weekdays,Charges same as weekdays,1.3422816,103.9823566,"(1.3422816, 103.9823566)",0.023427233408937518,1.8148344866528565,"(0.023427233408937518, 1.8148344866528565)"
Changi Hospital (CGH),"2 Simei Street 3, S(529889)","\$1.28 for 1st hr, \$0.03/min for next subsequent min from 7am to 5pm","\$1.28 for 1st hr, \$0.03/min for next subsequent min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3406241,103.9494707,"(1.3406241000000001, 103.94947070000001)",0.023398304576585715,1.814260519420375,"(0.023398304576585715, 1.8142605194203749)"
Changi Village Hotel,"1 Netheravon Road, S(508502)","\$4.00 for 1st hr, \$3,00 for next subsequent hr from 6am to 5pm",\$6.50/entry from 6pm to 5am the following day,"\$4.00 for 1st hr, \$3.00 for next subsequent hr from 6am to 6am the following day","\$4.00 for 1st hr, \$3.00 for next subsequent hr from 6am to 6am the following day",1.3904624,103.9859909,"(1.3904623999999999, 103.9859909)",0.024268147005182403,1.8148979171538617,"(0.024268147005182403, 1.8148979171538617)"
Chijmes (Basement Car Park),"30 Victoria Street, S(187996)","\$0.25/15min from 8am to 10.59am, \$0.55/15min from 11am to 5.59pm",\$2.20/hr from 6.00pm to 7.59am the following day,"\$2.20 for 1st 2hr, \$0.40 for next subsequent 15min from 8am to 5.59pm, 2.20/hr from 6pm to 7.59am the following day","\$2.20 for 1st 2hr, \$0.40 for next subsequent 15min from 8am to 5.59pm, 2.20/hr from 6pm to 7.59am the following day",1.2953653,103.852459,"(1.2953653000000001, 103.852459)",0.022608389501084104,1.8125673458424176,"(0.022608389501084104, 1.8125673458424176)"
Bras Basah Complex,"231 Bain Street, S(180231)","\$1.20/30min from 7am the 10am, \$1.40/30min from 10am to 10.30pm",\$0.60/30m from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2971515,103.8536166,"(1.2971515, 103.8536166)",0.022639564572183225,1.8125875497738388,"(0.022639564572183225, 1.8125875497738388)"
28 Maxwell Rd,"28 Maxwell Road, S(069120)","\$2.60 for 1st hr, \$0.55 for next subsequent 15min from 7am to 4.59pm",\$3.60/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.60/entry from 7am to 7am the following day,1.2782482,103.845625,"(1.2782481999999999, 103.845625)",0.02230963974769098,1.8124480700413363,"(0.022309639747690981, 1.8124480700413363)"
The Bencoolen,"180 Bencoolen Street, S(189646)",\$1.20/30min from 6am to 5pm,"\$1.20/30min from 5pm to 11pm, \$3.00/entry from 11pm to 6am the following day",Charges same as weekdays,"\$1.20/hr from 6am to 11pm, \$3.00/entry from 11pm to 6am the following day",1.3017647,103.8531752,"(1.3017646999999999, 103.8531752)",0.02272008010123623,1.8125798458905205,"(0.022720080101236231, 1.8125798458905205)"
Beach Centre,"15 Beach Road, S(189677)","\$1.50 for 1st 30min, \$1.20 for next subsequent 30min from 8am to 5pm",\$3.00/entry from 5pm to 8am,Charges same as weekdays,\$3.50/entry from 8am to 8am the following day,1.2958683000000002,103.8555349,"(1.2958683000000002, 103.85553490000001)",0.022617168507221636,1.8126210304248798,"(0.022617168507221636, 1.8126210304248798)"
Bangkok Bank Building,"180 Cecil Street, S(069546)","\$2.00 for 1st 30min, \$4.00 for next subsequent hr from 7am to 7pm","\$2.00 for 1st 30min, \$4.00 for next subsequent hr from 7am to 7pm",Charges same as weekdays but closed after 3pm,Closed,1.2792525,103.84778,"(1.2792524999999999, 103.84778)",0.02232716808936876,1.812485681886717,"(0.02232716808936876, 1.812485681886717)"
Balestier Point,"279 Balestier Road, S(329727)",\$0.70/hr from 8am to 10pm,\$2.00/entry from 10pm to 8am the following day,Charges same as weekdays,\$2.00/entry from 8am to 8am the following day,1.322752,103.8520236,"(1.3227520000000001, 103.8520236)",0.023086377587340032,1.8125597466788546,"(0.023086377587340032, 1.8125597466788546)"
Balestier Plaza,"400 Balestier Road, S(329802)",\$1.20/hr,\$1.20/hr,Charges same as weekdays,Charges same as weekdays,1.3257389,103.8503795,"(1.3257388999999999, 103.8503795)",0.02313850882676785,1.8125310517206226,"(0.023138508826767851, 1.8125310517206226)"
Automobile Megamart (AML),"61 Ubi Avenue 2, S(408898)",\$1.20/hr from 8am to 6pm,"\$1.50/entry from 6pm to 12midnight the following day, \$10.00/entry from 12midnight to 8am",Charges same as weekdays,Charges same as weekdays,1.3319052999999998,103.9012577,"(1.3319052999999998, 103.9012577)",0.02324613280976283,1.8134190438281108,"(0.023246132809762829, 1.8134190438281108)"
2HR,"2 Havelock Road, S(059763)",\$1.50/30min from 7am to 4.59pm,\$3.00/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.00/entry from 7am to 7am the following day,1.2871382,103.84519240000002,"(1.2871382, 103.84519240000002)",0.022464799518193277,1.8124405197469926,"(0.022464799518193277, 1.8124405197469926)"
Hub Synergy,"70 Anson Road, S(079905)",\$2.60/hr from 7am to 6pm,\$1.00/hr from 6pm to 12midnight,"\$1.00/30min from 7am to 2pm, \$1.00/hr from 2pm to 12midnight",\$1.00/hr from 7am to 12midnight,1.273992,103.8444381,"(1.273992, 103.84443809999999)",0.0222353550440676,1.8124273547284446,"(0.022235355044067599, 1.8124273547284446)"
Ang Mo Kio Community Hospital,"17 Ang Mo Kio Avenue 9, S(569766)",\$0.86/30min from 7am to 10pm,\$3.10/entry from 10pm to 7am the following day,Charges same as weekdays,\$3.10/entry from 7am to 7am the following day,1.3841331000000001,103.8403717,"(1.3841330999999999, 103.84037170000001)",0.024157679880835926,1.8123563826597415,"(0.024157679880835926, 1.8123563826597415)"
Anchorpoint Shopping Centre,"370 Alexandra Road, S(159953)",\$2.00/hr from 8am to 6.59pm,\$3.00/entry from 7pm to 7.59am,Charges same as weekdays,Charges same as weekdays,1.2887273,103.80518000000001,"(1.2887273000000001, 103.80517999999999)",0.02249253454533672,1.8117421716253674,"(0.022492534545336718, 1.8117421716253674)"
Amtech Building,"157 Sin Ming Road, S(575624)","\$1.00 for 1st hr, \$2.00 for next subsequent 30min from 8am to 5pm",\$2.00/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.00/entry from 8am to 8am the following day,1.3565261999999998,103.8379394,"(1.3565261999999998, 103.83793940000001)",0.0236758485795671,1.8123139310163452,"(0.023675848579567099, 1.8123139310163452)"
Amara Hotel,"165 Tanjong Pagar Road, S(088539)",\$2.00/30min from 8am to 5pm,\$3.00/entry from 5pm to 7.59am the following day,Charges same as weekdays,\$3.00/entry from 8am to 7.59am the following day,1.2750309,103.8435508,"(1.2750309, 103.84355079999999)",0.022253487269666566,1.8124118684219916,"(0.022253487269666566, 1.8124118684219916)"
Allson Hotel,"101 Victoria Street, S(188018)",\$1.50/30min from 7am to 5pm,\$4.00/entry from 5pm to 7am the following day,Charges same as weekdays,\$4.00/entry from 7am to 7am the following day,1.2973981,103.85255759999998,"(1.2973981000000001, 103.85255759999998)",0.022643868554118644,1.81256906673706,"(0.022643868554118644, 1.81256906673706)"
Alexandra Hospital,"378 Alexandra Road, S(159964)",\$1.80/hr from 7am to 10pm,\$1.60/hr from 10pm to 7am the following day,Charges same as weekdays,\$1.68/hr from 7am to 7am the following day,1.286235,103.8008294,"(1.286235, 103.80082940000001)",0.022449035704389265,1.8116662393309302,"(0.022449035704389265, 1.8116662393309302)"
Albert Court Hotel,"180 Albert Street, S(189971)","\$2.50 for 1st hr, \$1.00 for next subsequent 30min from 8am to 6pm",\$3.50/entry from 6pm to 8am the following day,Charges same as weekdays,\$3.50/entry from 8am to 8am the following day,1.3041966999999999,103.8508284,"(1.3041967000000001, 103.85082840000001)",0.02276252650864473,1.8125388865036347,"(0.022762526508644729, 1.8125388865036347)"
Albert Complex,"60 Albert Street, S(189969)",\$1.20/30min from 7am to 11pm daily,\$1.20/30min from 7am to 11pm daily,Charges same as weekdays,Charges same as weekdays,1.3023696000000002,103.8538787,"(1.3023696000000002, 103.8538787)",0.022730637597881544,1.8125921242818082,"(0.022730637597881544, 1.8125921242818082)"
AIA (Changi),"160 Changi Road, S(419728)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.3169921,103.9022547,"(1.3169921, 103.9022547)",0.022985848367754413,1.8134364447607532,"(0.022985848367754413, 1.8134364447607532)"
Adam Road Medical Centre ,"19 Adam Road, S(289891)",Free Parking,Free Parking,Free Parking,Free Parking,1.3267685,103.8133541,"(1.3267685, 103.8133541)",0.023156478736746387,1.8118848365837545,"(0.023156478736746387, 1.8118848365837545)"
888 Plaza,"888 Woodlands Drive 50, S(730888)","\$1.00/hr from 7am to 12pm, Free Parking from 12pm to 2pm, \$1.00/hr from 2pm to 5pm","\$1.00/entry from 5pm to 12midnight, \$2.00/entry from 12midnight to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.4378446000000005,103.7952933,"(1.4378446000000005, 103.7952933)",0.02509512240202087,1.8115696161582104,"(0.025095122402020869, 1.8115696161582104)"
79 Anson Road,"79 Anson Road, S(079906)",\$2.00/30min from 7am to 6pm,\$4.00/entry from 6pm to 7am the following day,"\$2.00/30min from 7am to 1pm, \$4.00/entry from 1pm to 11pm",\$4.00/entry from 7am to 7am the following day,1.2742034,103.8456928,"(1.2742034, 103.84569279999999)",0.022239044670106314,1.8124492533745693,"(0.022239044670106314, 1.8124492533745693)"
51 Bencoolen Street,"51 Bencoolen Street, S(189630)",\$1.00/30min from 7am to 6pm,\$2.00/entry from 6.01pm to 6.59am the following day,Charges same as weekdays,\$2.00/entry from 7am to 7am the following day,1.2992962,103.8501163,"(1.2992961999999999, 103.8501163)",0.022676996648650746,1.8125264580140312,"(0.022676996648650746, 1.8125264580140312)"
Queensway Shopping Centre,"1 Queensway, S(149053)","\$1.80 for 1st 1hr, \$1.60 for next subsequent 30min from 8am to 5.59pm",\$3.30/entry from 6pm to 7.59am the following day,Charges same as weekdays,Charges same as weekdays,1.2876044,103.8033839,"(1.2876044, 103.8033839)",0.022472936243166073,1.8117108237666724,"(0.022472936243166073, 1.8117108237666724)"
Raffles City,"252 North Bridge Road, S(179103)","\$2.20 for 1st hr, \$0.55 for next subsequent 15min from 8am to 5.59pm",\$3.00/entry from 6pm to 7.59am the following day,"\$2.20 for 1st 2hr, \$0.40 for next subsequent 15min from 8am to 7.59am the following day, \$0.60 for next subsequent 15min after the 5th hr","\$2.20 for 1st 2hr, \$0.40 for next subsequent 15min from 8am to 7.59am the following day, \$0.60 for next subsequent 15min after the 5th hr",1.2936428999999998,103.8528375,"(1.2936428999999998, 103.85283750000001)",0.02257832795004775,1.8125739519136368,"(0.022578327950047751, 1.8125739519136368)"
Raffles Hospital,"585 North Bridge Road, S(188770)","\$2.80 for 1st hr, \$1.70 for next subsequent 30min from 8am to 4.59pm",\$2.40/entry from 5.00pm to 7.59am the following day,"\$2.80 for 1st hr, \$1.70 for next subsequent 30min from 8am to 12.59pm, \$2.40 for 1st 2hr, \$0.24 for next subsequent 10min from 1pm to 7.59am the following day","\$2.40 for 1st 2hr, \$0.24 for next subsequent 10min from 8amm to 7.59am the following day",1.3012188999999998,103.8572533,"(1.3012188999999998, 103.8572533)",0.02271055409417884,1.812651022162746,"(0.022710554094178839, 1.8126510221627461)"
Raffles Hotel,"1 Beach Road, S(189673)","\$3.00 for 1st 30min, \$1.50 for next subsequent 30min from 12.01am to 6pm",\$6.00/entry from 6.01pm to 12midnight,Charges same as weekdays,\$6.00/entry from 12.01am to 12midnight the following day,1.2951648,103.8542885,"(1.2951648, 103.8542885)",0.022604890115933855,1.812599276641083,"(0.022604890115933855, 1.812599276641083)"
Raffles Quay,"1 Raffles Quay, S(048583)",\$1.07/10min from 6am to 6pm,"\$3.21 for 1st 4hr, \$0.27 for next subsequent 10min block or thereof from 6.00pm to 6.00am","\$3.21 for 1st 4hr, \$0.27/hr for next subsequent 10min from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/hr for next subsequent 10min from 6am to 6am the following day",1.281092,103.8520854,"(1.2810919999999999, 103.85208540000001)",0.022359273420959194,1.8125608252923324,"(0.022359273420959194, 1.8125608252923324)"
ABI Plaza,"11 Keppel Road, S(089057)","\$4.28 for 1st hr, \$2.68 for next subsequent 30min from 8am to 6pm","\$4,28/entry from 6pm to 8am the following day","Charges same as weekdays, \$4.28/entry from 1pm to 8am the following day",\$4.28/entry from 8am to 8am the following day,1.2732168,103.8428956,"(1.2732167999999999, 103.84289559999999)",0.02222182525170614,1.8124004330247327,"(0.022221825251706139, 1.8124004330247327)"
Regency House,"121 Penang Road, S(238464)","\$2.50 for 1st hr, \$1.25 for next subsequent 30min from 8am to 5pm","\$2.50 for 1st hr, \$1.25 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.2994556000000002,103.8420178,"(1.2994556000000002, 103.84201779999999)",0.02267977870347843,1.8123851125245585,"(0.022679778703478429, 1.8123851125245585)"
Regent Hotel (Basement Parking),"1 Cuscaden Road, S(249715)","\$5.00 for 1st hr, \$2.50 for next subsequent 30min from 7am to 6pm",\$6.00/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,1.3046722,103.8248342,"(1.3046721999999999, 103.82483420000001)",0.022770825549237962,1.812085202127213,"(0.022770825549237962, 1.8120852021272129)"
RELC International Hotel,"30 Orange Grove Road, S(258352)","\$4.00 for 1st hr, \$3.00 for next subsequent 1hr from 7am to 5pm",\$4.50/entry from 5pm to 7am the following day,Charges same as weekdays,\$4.50/entry from 7am to 7am the following day,1.3129399,103.8261179,"(1.3129398999999999, 103.8261179)",0.0229151241358051,1.8121076069188207,"(0.022915124135805098, 1.8121076069188207)"
Ren Ci Long Term Care,"10 Buangkok View, S(539747)",\$2.40/30min from 7am to 6pm,"\$2.40/entry from 6pm to 9pm, \$0.04/min from 9pm to 7am the following day","\$0.04/min from 7am to 1pm, \$2.40/entry from 1pm to 9pm, \$0.04/min from 9pm to 7am the following day","\$2.10/entry from 7am to 9pm, \$0.04/min from 9pm to 7am the following day",1.3821973,103.8847294,"(1.3821973000000001, 103.88472940000001)",0.02412389379717582,1.8131305705733534,"(0.024123893797175819, 1.8131305705733534)"
Republic Plaza,"9 Raffles Place, S(048619)",\$3.00/30min from 7am to 5pm,\$3.50/entry from 5pm to 7am the following day,\$3.50/entry from 7am to 7am the following day,\$3.50/entry from 7am to 7am the following day,1.2832428,103.8508359,"(1.2832428, 103.85083590000001)",0.02239681196251109,1.8125390174033287,"(0.022396811962511091, 1.8125390174033287)"
NTU RTP Car Park (Research Techno Plaza),"50 Nanyang Avenue, S(639798)","\$0.02/min from 8am to 6pm, maximum charge of \$4.80/day","\$1.20/entry from 6pm to 10pm, Free parking from 10pm to 8am the following day",Free Parking,Free Parking,1.3477484,103.6828574,"(1.3477484, 103.6828574)",0.023522647068485544,1.8096072395057674,"(0.023522647068485544, 1.8096072395057674)"
"The Ritz Carlton, Millenia Singapore","7 Raffles Avenue, S(039799)","\$3.30 for 1st hr, \$1.10 for next subsequent 30min from 7am to 6pm",\$2.20/entry from 6pm to 7am the following day,"\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day","\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day",1.2907523,103.8600717,"(1.2907523000000001, 103.86007170000001)",0.022527877462689607,1.8127002125223846,"(0.022527877462689607, 1.8127002125223846)"
River View Hotel,"382 Havelock Road, S(169629)","\$4.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 6pm",\$4.00/entry from 6pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2893323,103.8366509,"(1.2893323000000001, 103.83665090000001)",0.022503093787311287,1.8122914424489331,"(0.022503093787311287, 1.8122914424489331)"
Robertson Walk,"11 Unity Street, S(237995)","\$1.50 for 1st hr, \$0.50 for next subsequent 30min form 6am to 6pm",\$4.00/entry from 6pm to 6am the following day,Charges same as weekdays,\$4.00/entry from 6am to 6am the following day,1.2919747,103.8414577,"(1.2919746999999999, 103.84145770000001)",0.02254921236746598,1.8123753369354183,"(0.02254921236746598, 1.8123753369354183)"
Robinson Centre,"61 Robinson Road, S(068893)",\$2.20/30min from 8am to 5pm,\$3.00/entry from 5pm to 8am the following day,"Charges same as weekdays, but \$2.50/entry after 1pm","Charges same as weekdays, but \$2.50/entry after 1pm",1.2792547,103.8492432,"(1.2792546999999999, 103.8492432)",0.022327206486612305,1.8125112195443323,"(0.022327206486612305, 1.8125112195443323)"
Roxy Square,"50 East Coast Road, S(428769)","\$1.30 for 1st hr, \$0.70 for next subsequent 30min from 7am to 6pm",\$2.50/entry from 6pm to 12midnight,Charges same as weekdays,Charges same as weekdays,1.3039693,103.9042659,"(1.3039693000000001, 103.90426590000001)",0.022758557629925697,1.8134715468226692,"(0.022758557629925697, 1.8134715468226692)"
