,Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude,Longitude
248,Mapletree,"1 Kallang Sector, S(349276)",\$2.50/30min from 7am to 6pm,Private Car Park,Private Car Park,Private Car Park,1.3265047,103.8735277
249,AIA Tower,"1 Robinson Road, S(048542)",Private Car Park,\$2.50/entry from 6pm to 6am the following day,Charges same as weekdays,\$3.00/entry from 6am to 6am the following day,1.2819749,103.851175
250,Oasia Hotel Singapore,"8 Sinaran Drive, S(307470)","\$2.50 for 1st hr, \$1.20 for subsequent 30min from 6am to 6pm",\$2.40/entry from 5pm to 11pm,"\$2.40/30min from 7am to 2pm, \$2.40/entry from 2pm to 11pm",\$2.40/entry from 7am to 7am the following day,1.3200571,103.8447847
251,Robinson 77,"77 Robinson Road, S(068896)",\$2.40/30min from 7am to 5pm,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2777688999999999,103.8483915
252,Woodlands East Industrial Estate,"20 Woodlands Link, S(738733)",HDB / URA parking rates,Private Car Park,Private Car Park,Private Car Park,1.4505617,103.8111979
253,Singapore Islamic Hub,"273 Braddell Road, S(579702)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.342913,103.851895
254,Singapore Land Tower,"50 Raffles Place, S(048623)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.2847487,103.8519923
255,Realty Centre,"15 Enggor Street, S(079716)",Private Car Park,\$1.07/30min from 7pm to 7am the following day,\$1.07/30min from 7am to 7am the following day,\$1.07/30min from 7am to 7am the following day,1.2740173,103.844182
256,OrangeTee Building,"430 Lorong 6 Toa Payoh, S(319402)",\$1.07/30min from 7am to 7pm,\$0.03/min from 6pm to 2am the following day,Charges same as weekdays,Charges same as weekdays,1.331579,103.849209
257,Gardens by the Bay,"18 Marina Gardens Drive, S(018953)",\$0.03/min from 5am to 6pm,\$3.00/entry from 10.31pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2813011,103.864418
258,Marina Bay Cruise Centre Singapore (MBCCS),"61 Marina Coastal Drive, S(018947)","\$2.00/hr for 1st 2hr, \$3.00 for next subsequent hr from 7.01am to 10.30pm","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day",1.2709258999999995,103.8634087
259,Marina Bay Financial Centre Tower 1,"8 Marina Boulevard, S(018981)",\$1.07/10min block or part thereof from 6am to 6pm,"\$3.21 for 1st 4hr, \$0.30/10min from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.30/10min from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.30/10min from 6pm to 6am the following day",1.2798896999999998,103.8548685
260,Marina Bay Link Mall,8A Marina Boulevard S(018984),\$1.18/10min from 6am to 6pm,"\$3.21 for 1st 4hr, \$0.30/10min block or part thereof from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day",1.2801731,103.8541949
261,Marina Bay Financial Centre Tower 3,10 Marina Boulevard S(018983),\$1.08/10min block or part thereof from 6am to 6pm,"\$1.30 for 1st hr, \$0.65 for next subsequent 30min from 12midnight to 11.59pm",Charges same as weekdays,"\$2.14 for 1st hr, \$1.07 for next subsequent 30min from 12midnight to 11.59pm",1.2792463,103.8541121
262,The Star Vista,"1 Vista Exchange Green, S(138617)","\$1.30 for 1st hr, \$0.65 for next subsequent 30min from 12midnight to 11.59pm",\$2.50/entry from 5pm to 6.59am the following day,Charges same as weekdays,\$3.00/entry from 12am to 11.59pm,1.3067634,103.7884236
263,Mount Elizabeth Novena Hospital,38 Irrawaddy Road S(329563),"\$2.80 for 1st hr, \$1.50 for next subsequent 30min from 7am to 4.59pm","\$5.00/entry from 6.01pm to 12midnight, Additional \$2.00/entry from 12.01am to 7am the following day","\$5.00/entry from 7.01am to 12midnight the following day, Additional \$2.00/entry from 12.01am to 7am the following day","\$5.00/entry from 701am to 12midnight the following day, Additional \$2.00/entry from 12.01am to 7am the following day",1.3221332000000001,103.8441851
264,Fullerton Bay Hotel,"80 Collyer Quay, S(049326)",\$2.80/30min from 7.01am to 6pm,"\$2.14 for 1st 2hr, \$0.81 for next subsequent 30min from 6pm to 5.59am the following day",Charges same as weekdays,Charges same as weekdays,1.2839163,103.8536559
265,Greenwich Village,1 Seletar Road S(807011),"\$1.34/hr, \$0.81 for subsequent 30min from 6am to 5.59pm","\$0.70/30min from 5pm to 7am the following day, Parking charges capped at \$5.60 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.70/30min from 5pm to 7am the following day, Parking charges capped at \$5.60 from 10.30pm to 7am the following day",1.3875273,103.869312
266,Angullia Park,"Angullia Park, S(239974)",\$1.30/30min from 7am to 5pm,"\$0.50/30min from 5pm to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",1.3036631,103.830084
267,Penang Road,Penang Road,\$1.20/30min from 7am to 5pm,"\$0.50/30min from 5pm to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",1.298794,103.8438609
268,Neil Road,Neil Road,\$1.00/30min from 7am to 5pm,"\$0.70/30min from 5pm to 7am, Parking charges capped at \$5.60 from 10.30pm to 7am the following day",Charges same as weekdays,\$0.70/30min from 7am to 7am the following day,1.2780837,103.8406133
269,Grange Road / Somerset Road,Grange Road / Somerset Road,\$1.30/30min from 7am to 5pm,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3008558,103.8372612
270,Hindoo Road / Kampong Kapor Road,Hindoo Road / Kampong Kapor Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3073348999999999,103.85394
271,Hindoo Road,Hindoo Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3079731,103.8547067
272,Shrewsbury Road,Shrewsbury Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3183851,103.8490913
273,Kampong Bugis Road,Kampong Bugis Road,\$0.50/30min from 7am to 7am the following day,"\$2.14/entry from 5pm to 10.59pm, \$1.07/hr from 11pm to 7.59am the following day",Charges same as weekday,"\$2.14/entry from 8am to 10.59pm, \$1.07/hr from 11pm to 7.59am the following day",1.3075391,103.8660948
274,10 Raeburn Park,"10 Raeburn Park, S(088702)",\$1.07/hr from 8am to 4.59pm,"\$2.50/entry from 6pm to 9.59pm, \$4.00/entry from 10pm to 6.59am the following day","\$0.80/30min from 7am to 2.59pm, \$4.00/entry from 3pm to 6.59am the following day",\$4.00/entry from 7am to 6.59am the following day,1.2736132,103.8331396
275,34 Boon Leat Terrace,"34 Boon Leat Terrace, S(119866)",\$0.80/30min from 7am to 5.59pm,\$2.14/entry from 7pm to 6.59am the following day,"\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 7am to 12.59pm, \$2.14/entry from 1pm to 6.59am the following day.","\$2.14/entry from 7am to 10.59pm, \$2.14/entry from 11pm to 6.59am the following day",1.2762877,103.7971727
276,1557 Keppel Road,"1557 Keppel Road, S(089066)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 7am to 7pm",\$2.14/30min from 12midnight to 6.59am the following day,Charges same as Weekdays,Charges same as Weekdays,1.2730833,103.8406381
277,Tan Chong Industrial Park,"798 Upper Bukit Timah Road, S(678138)",\$1.07/30min from 7am to 11.59pm,\$0.02/min from 7am to 7am the following day,\$0.018/min from 7am to 7am the following day,\$0.018/min from 7am to 7am the following day,1.3735058999999998,103.763909
278,Burghley Lifestyle Hub,"45 Burghley Drive, (S)559022",\$0.02/min from 7am to 7am the following day,\$1.30/30min from 6am to 6am the following day,Charges same as Weekdays,Charges same as Weekdays,1.3597681,103.8596263
279,25 Lorong 8 Toa Payoh,"25 Lorong 8 Toa Payoh, S(319263)",\$1.30/30min from 6am to 6am the following day,\$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 7am the following day,Charges same as Weekdays,"Free parking from 7am to 10.30pm, \$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 7am the following day",1.338557,103.860755
280,YS-One,"1 Yishun Street 23, (S)768441",\$0.02/min from 7am to 10.30pm,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.43879,103.8412138
281,East Coast Park (Carpark E3),East Coast Park Service Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3073011,103.9296226
282,East Coast Park (Carpark E2),"1220 East Coast Parkway, S(468960)",\$0.50/30min from 7am to 7am the following day,"\$1.18 for 1st hr, \$0.64 for next subsequent 30min from 7am to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3066799999999998,103.935039
283,Yew Tee Point,"21 Choa Chu Kang North 6, S(689578)","\$1.18 for 1st hr, \$0.64 for next subsequent 30min from 7am to 7am the following day",\$0.50/30min from 5pm to 7am the following day,"\$0.50/30min from 7am to 11am, Free parking from 11am to 7pm, \$0.50/30min from 7pm to 7am the following day",Free parking from 7am to 7am the following day,1.39729,103.746546
284,Gillman Barracks,"7 Lock Road, S(108935)","Free parking for 1st hr, \$0.50/30min for 2nd hr, \$3.00/hr from the 3rd hr from 7am to 5pm",\$2.50/entry from 6pm to 6am the following day,Charges same as weekdays,Charges same as weekdays,1.2776906000000001,103.8045064
285,Jem,"50 Jurong Gateway Road, S(608549)","\$1.30 for 1st hr, \$0.50 for next subsequent 15min from 6am to 6pm",\$2.50/entry from 7.01pm to 6.59pm the following day,Charges same as Weekdays,Free Parking from 7am to 6.59am the following day,1.333253,103.7433657
286,IBM Singapore Technology Park ,"6 Tampines Industrial Avenue 5, S(528760)",\$0.025/min from 7am to 7pm,\$3.50/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,1.373163,103.929232
287,Rochester Mall,"33 Rochester Drive, S(138639)","\$1.30/hr, \$0.65 for next subsequent 30min from 7am to 5.59pm","\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 10pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays,1.3059981,103.7886439
288,OG Orchard Point,"160 Orchard Road, S(238842)","\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 8am to 9.59pm",\$3.75/entry from 7pm to 6am the following day,Charges same as weekdays,"\$3.75 for the 1st 2hrs, \$1.61 for next subsequent hr from 6am to 6am the following day",1.3014668,103.8405561
289,People's Park Complex,"1 Park Road, S(059108)","\$3.21 for the first hr, \$1.71 for next subsequent 30min from 6am to 7pm",\$1.20/30min from 7am to 10.59pm,Charges same as weekdays,Charges same as weekdays,1.2841977,103.8425488
290,OG People's Park,"100 Upper Cross Street, S(059108)",\$1.20/30min from 7am to 10.59pm,\$0.80/30min from 5pm to 8am the following day,Charges same as weekdays,\$0.80/30min from 8am to 8am the following day,1.2851228,103.8431638
291,Wilby Central,"Wilby Bukit Timah, 25 Wilby Road S(276300)",\$1.60/30min from 8am to 5pm,\$2.00/hr from 7am to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3321565,103.7883996
292,myVillage@Serangoon Garden,"1 Maju Avenue #02-03/04/05/06, S(556679)",\$2.00/hr from 7am to 7am the following day,"\$1.50/hr for 1st 2hr, \$2.50 for next subsequent hr from 5pm to 5am the following day","\$1.50/hr, \$4.50 for next subsequent hr from 5am to 5am the following day","\$1.50/hr, \$4.50 for next subsequent hr from 5am to 5am the following day",1.3651296,103.8651984
293,Breadtalk building,"30 Tai Seng Street, S(534013)","\$1.50/hr for 1st 2hr, \$3.50 for next subsequent hr from 5am to 5pm",Private Carpark,Private Carpark,Private Carpark,1.3343323,103.8895688
294,Maritime House,"120 Cantonment Road, S(089760)",Private Carpark,"\$0.27/15min from 6pm to 11.59pm, \$1.07/30min from 12midnight to 7.59am the following day",Charges same as weekdays,"\$1.70/entry from 8am to 11.59pm, \$1.07/30min from 12midnight to 7.59am the following day",1.276612,103.840361
295,Highland Centre,"22 Yio Chu Kang Road, S(545535)","\$0.27/15min from 8am to 1.59pm, \$0.27/10min from 2pm to 5.59pm",\$2.50/entry from 6pm to 11.59pm,Charges same as weekdays,Charges same as weekdays,1.3552569,103.8770268
296,Westgate,"3 Gateway Drive, S(608532)","\$1.30 for 1st hr, \$0.50 for next subsequent 15min from 12midnight to 5.59pm","\$1.50 for 1st hr, \$0.40 for next subsequent 15min from 12midnight to 11.59pm",Charges same as weekdays,Charges same as weekdays,1.3343302,103.7428132
297,Bedok Mall,"311 New Upper Changi Road, S(467360)","\$1.50 for 1st hr, \$0.40 for next subsequent 15min from 12midnight to 11.59pm",\$2.50/entry from 6.01pm to 6.59am the following day,"\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7am to 5pm, \$2.50/entry from 5.01pm to 6.59am the following day","\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7am to 5pm, \$2.50/entry from 5.01pm to 6.59am the following day",1.3247386,103.9291972
298,Changi Link @ UE Bizhub East,"8 Changi Business Park Avenue 1, S(486018)","\$1.50 for the 1st hr, \$1.20 for 2nd hr, \$1.00 for next subsequent 30min from 7am to 6pm","\$4.80 for 1st 2hr 30min, \$1.80 for next subsequent 30min from 6pm to 11.59pm","\$4.80 for 1st 2hr 30min, \$1.80 for next subsequent 30min from 12midnight to 12midnight the following day","\$4.80 for 1st 2hr 30min, \$1.80 for next subsequent 30min from 12midnight to 12midnight the following day",1.334844,103.963907
299,Orchard Gateway,"277 Orchard Road, S(238858)","\$3.00 for 1st 1hr 30min, \$1.50 for next subsequent 30min from 12midnight to 5.59pm",\$2.00/entry from 5.01pm to 7.29am the following day,Charges same as weekdays,\$2.00/entry from 7.30am to 7.29am the following day,1.3006643,103.8390263
300,Excalibur Centre,"71 Ubi Crescent, S(408571)",\$1.20/hr from 7.30am to 5pm,\$3.00/entry from 9pm to 5.59am the following day,Charges same as weekdays,Charges same as weekdays,1.326862,103.898324
301,Arena Country Club,"511 Upper Jurong Road, S(638366)","\$0.60/30min from 6am to 8.59am, \$1.20/hr from 9am to 8.59pm",\$3.30/entry from 7pm to 7am the following day,"\$1.65/hr from 7am to 2pm, \$3.30/entry from 2pm to 7am the following day",\$3.30/entry from 7am to 7am the following day,1.3294583,103.682091
302,Biopolis 3,"3 Biopolis Drive, S(138623)",\$1.65/hr from 7am to 7pm,\$1.07/hr from 7am to 11pm,\$1.07/hr from 7am to 6pm,\$1.07/hr from 7am to 6pm,1.3016813,103.7928216
303,Singapore Institute of Management,"461 Clementi Road, S(599491)",\$1.07/hr from 7am to 11pm,Free parking from 7pm to 10pm,Free parking from 6am to 10.30pm,Free parking from 6am to 10.30pm,1.3291899,103.7761728
304,Ngee Ann Polytechnic,"535 Clementi Road, S(599489)",\$1.07/hr from 6am to 7pm,\$0.50/30min from 5.30pm to 7am the following day,\$0.50/30min from 7am to 7am the following day,\$0.50/30min from 7am to 7am the following day,1.332948,103.777515
305,MOH College of Medicine,"16 College Road, S(169854)",Not applicable,Private Car Park,Private Car Park,Private Car Park,1.280445,103.8336721
306,The Octagon,"105 Cecil Street, S(069534)",Private Car Park,\$1.20/hr from 5pm to 10.30pm,Charges same as weekdays,\$2.80/hr from 7am to 10.30pm,1.2806883999999998,103.8492068
307,The Pinnacle @ Duxton,"1 Cantonment Road, S(080001)",\$2.80/hr from 7am to 5pm,"\$0.50/30min from 5pm to 10.30pm, \$0.50/30min from 10.30pm to 7am the following day","\$0.50/30min from 7am to 10.30pm, \$0.50/30min from 10.30pm to 7am the following day","\$0.50/30min from 7am to 10.30pm, \$0.50/30min from 10.30pm to 7am the following day",1.2772716999999998,103.8416975
308,"Blk 334/333 Kreta Ayer, Blk 4 Sago Lane","334 Kreta Ayer Road, S(050004)",\$1.00/30min from 7am to 5pm,Reserved for season parking from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2814934999999998,103.8422974
309,HDB Bukit Merah Central BM28/30,"Bukit Merah Central, S(150119)",HDB / URA parking rates from 7am to 7pm,HDB / URA parking rates,Charges same as weekdays,Charges same as weekdays,1.283608,103.8161759
310,HDB Joo Chiat MSCP,"3 Joo Chiat Road, S(420003)",HDB / URA parking rates,\$0.64/30min from 7am to 7pm,Charges same as weekdays,Charges same as weekdays,1.3155972,103.8989838
311,Singapore Sports Hub,"2 Stadium Walk, S(397691)",\$0.64/30min from 7am to 7pm,"\$3.21/entry from 6pm to 11.59pm, \$12.00/entry from 12midnight to 5.59am the following day",Charges same as weekdays,"\$3.21/entry from 6am to 11.59pm, \$12.00/entry from 12midnight to 5.59am the following day",1.300506,103.874585
312,Lifelong Learning Institute (LLI),"11 Eunos Road 8, S(408601)",\$1.60/30min from 6am to 5.59pm,\$0.50/30min from 7am to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3196856,103.892495
313,Maritime Square D Off Street,"1 Maritime Square, S(099253)",\$0.50/30min from 7am to 7am the following day,"\$2.20 for 1st hr, \$1.53 for next subsequent 30min",Charges same as weekdays,Charges same as weekdays,1.2641701,103.8202645
314,Cluny Court,"501 Bukit Timah Road, S(259760)","\$2.20 for 1st hr, \$1.53 for next subsequent 30min",\$3.00/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,1.3226733999999998,103.8142876
315,Farrer Park Hospital,"1 Farrer Park Station Road, S(217562)","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 5.59pm",\$3.00/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,1.3125665000000002,103.8538954
316,Farrer Park Medical Centre,"1 Farrer Park Station Road, S(217562)","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 5.59pm",\$3.00/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,1.3125665000000002,103.8538954
317,One Farrer Hotel & Spa,"1 Farrer Park Station Road, S(217562)","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 5.59pm","\$0,035/min from 12midnight to 12midnight the following day",Charges same as weekdays,Charges same as weekdays,1.3125665000000002,103.8538954
318,Changi Airport South Carpark,"60 Airport Boulevard, S(819643)","\$0,035/min from 12midnight to 12midnight the following day","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 5pm to 10pm",Charges same as weekdays,Charges same as weekdays,1.3550934,103.9890246
319,Seletar Mall,"33 Sengkang West Avenue, S(797653)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 10am to 5pm","\$2.00/entry from 6pm to 2am the following day, \$1.50 for 1st hr, \$0.80 for subsequent 30min from 2am to 6am",Charges same as weekdays,Charges same as weekdays,1.3914877,103.8761964
320,OneKM Shopping Mall,"11 Tanjong Katong Road, S(437157)","\$1.50 for 1st hr, \$0.40 for subsequent 15min from 7am to 6pm","\$1.07 for 1st hr, \$0.64 for next subsequent 30min from 5pm th 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3147966999999998,103.8946028
321,HillV2,"4 Hillview Rise, S(667979)","\$1.07 for 1st hr, \$0.64 for next subsequent 30min from 7am th 5pm",\$0.50/30min from 6pm to 2am the following day,Charges same as weekdays,Charges same as weekdays,1.3634128,103.764468
322,East Village,"430 Upper Changi Road, S(487048)",\$0.50/30min from 2am to 6pm,"Free parking from 6.30pm to 11pm, \$2.40/hr from 11pm to 7am the following day","Free parking from 7am to 11pm, \$2.40/hr from 11pm to 7am the following day","Free parking from 7am to 11pm, \$2.40/hr from 11pm to 7am the following day",1.3318752,103.9463585
323,Alexandra Retail Centre,"460 Alexandra Road, S(119963)",\$2.00/hr from 7am to 6.30pm,\$3.00/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.00/entry from 7am to 7am the following day,1.2739458,103.8014493
324,Commerze @ Irving,"1 Irving Place, S(369546)",\$1.00/30min from 7am to 5pm,\$2.20/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.30/entry from 7am to 7am the following day,1.3362276000000002,103.88641640000002
325,Link@AMK,"3 Ang Mo Kio Street 62, S(569139)",\$0.65/30min from 7am to 5pm,\$3.00/entry from 5pm to 7.59am the following day,Charges same as weekdays,\$3.00/entry from 8am to 7.59am the following day,1.3862158000000002,103.8449205
326,100 AM Shopping Mall,"100 Tras Street, S(079027)",\$2.00/30mim from 8am to 4.59pm,\$2.68/entry from 6pm to 6am the following day,"\$1.07/hr from 6am to 6pm, \$2.68/entry from 6pm to 6am the following day","\$1.07/hr from 6am to 6pm, \$2.68/entry from 6pm to 6am the following day",1.2750321000000002,103.8435511
327,The Metropolis,"9 North Buona Vista Drive, S(138588)","\$2.68 for 1st hr, \$1.34 for next subsequent 30min from 6am to 6pm","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.3059766000000002,103.7915092
328,Victory 8,"8 Jalan Legundi, S(759274)","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 8am to 5pm","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 6pm to 12midnight","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 12midnight to 12midnight the following day","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 12midnight to 12midnight the following day",1.441594,103.823693
329,Paya Lebar Square,"60 Paya Lebar Road, S(409051)","\$1.50 for 1st hr, \$0.80 for next subsequent 30min from 12midnight to 6pm","Free for 1st 2hr, \$0.30 for next subsequent 15min from 12midnight to 6am the following day",Charges same as weekdays,Charges same as weekdays,1.3188077,103.892495
330,Fairprice Hub,"1 Joo Koon Circle, (S)629117","Free for 1st 2hr, \$0.30 for next subsequent 15min from 6am to 11.59pm",\$5.35/entry from 6pm to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day,1.3273513000000001,103.6788361
331,Asia Square Tower 2,"12 Marina View, S(018961)",\$1.07/10min from 7am to 5.59pm,"\$0.90/30min from 6pm to 12midnight, \$0.60/30min from 12midnight to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.2782876,103.8506365
