,Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude,Longitude
45,Civilian War Memorial (War Memorial Park),"War Memorial Park, Beach Road, S(189701)","\$2.20 for 1st 2hr, \$1.10/30min from 7am to 5pm from Mon to Thurs","\$2.20/entry from 5pm to 2am the following day, \$1.10/30min from 2am to 7am from Mon to Thurs","\$2.40 for 1st 2hr, \$1.20/hr for next subsequent 2hr, \$1.40/30min after the 4th hr from 7am to 2am the following day, \$1.10/30min from 2am to 7am from Fri to Sun","\$2.40 for 1st 2hr, \$1.20/hr for next subsequent 2hr, \$1.40/30min after the 4th hr from 7am to 2am the following day, \$1.10/30min from 2am to 7am from Fri to Sun",1.2928957,103.8546778
46,Kranji War Memorial,"9 Woodlands Road, S(738656)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.419029,103.757487
47,Aero-Green Technology,"260 Neo Tiew Crescent, S(718899)",Free parking from 9am to 5pm daily,Car Park closed after 5pm,Charges same as weekdays,Charges same as weekdays,1.4447508999999998,103.7293874
48,Bollywood Veggies / Poison Ivy Bistro,"100 Neo Tiew Road, S(719026)",Free parking,Free parking,Charges same as weekdays,Charges same as weekdays,1.418319,103.716853
49,DreamFish (Lim Chu Kang Agrotechnology Park),"221 Neo Tiew Crescent, S(718831)",Free parking from 9am to 6pm on Mon to Sat,Free parking from 9am to 6pm on Mon to Sat,Charges same as weekdays,Closed,1.435825,103.724622
50,Fire Flies Health Farm,"75 Lim Chu Kang Lane 2, S(719842)",Free parking,Free parking,Charges same as weekdays,Charges same as weekdays,1.4291452,103.7140249
51,Hausmann Marketing Aquarium (Fish Farm),"291 Plot 113 Neo Tiew Crescent, S(718903)",Free parking,Free parking,Charges same as weekdays,Charges same as weekdays,1.444319,103.728998
52,Changi Point Coastal Walk / Changi Beach (Car Park 1 to 6),Changi Beach,HDB / URA parking rates from 8.30am to 5pm,Free parking from 5.01pm to 8.29am the following day,Charges same as weekdays,Free Parking,1.3909433,103.9920554
53,IBM Place 2,"9 Changi Business Park Central 1, S(486048)",\$0.50/30min from 7am to 10pm,Car Park closed after 10pm,Charges same as weekdays,"Free parking from 7am to 10pm, Car Park closed after 10pm",1.3365545,103.9652132
54,PSA Building,"460 Alexandra Road, S(119963)",\$2.00/hr from 7am to 6.30pm,"Free parking from 6.30pm to 11pm, \$2.40/hr from 11pm to 7am the following day","Free parking from 7am to 11pm, \$2.40/hr from 11pm to 7am the following day","Free parking from 7am to 11pm, \$2.40/hr from 11pm to 7am the following day",1.2739458,103.8014493
55,The Comtech,"60 Alexandra Terrace, S(118502)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,1.2766540000000002,103.7981154
56,"East Coast Park (Car Park B, C, D, F, G and H)","1000 East Coast Parkway, S(449876)",Free Parking,Free Parking,Free Parking,Free Parking,1.3013854999999999,103.912858
57,Marina at Keppel Bay,"2 Keppel Bay Vista, S(098382)",\$2.50/hr from 7am to 11.59pm,\$5.00/hr from 12am to 6.59am,Charges same as weekdays,Charges same as weekdays,1.2639777,103.812465
58,Crocodile House,"3 Ubi Avenue 3, S(408857)",\$1.40/hr from 8am to 5pm,\$2.00/entry from 5pm to 8am the following day,"\$1.40/hr from 8am to 3pm, Car Park closed after 3pm",Closed,1.3311098,103.8904094
59,Millenia Tower,"1 Temasek Avenue, S(039192)","\$3.30 for 1st hr, \$1.10 for next subsequent 30min from 7am to 6pm",\$2.20/entry from 6pm to 7am the following day,"\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day","\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day",1.2927927,103.8603403
60,Centennial Tower,"3 Temasek Avenue, S(039190)","\$3.30 for 1st hr, \$1.10 for next subsequent 30min from 7am to 6pm",\$2.20/entry from 6pm to 7am the following day,"\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day","\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day",1.2934951,103.8602587
61,HDB Blk 3 (Tanjong Pagar Plaza),"Blk 3, Tanjong Pagar Plaza, S(081003)",\$0.05/min from 7am to 4.59pm,"\$0.02/min from 5pm to 10.29pm, \$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 6.59am the following day","\$0.05/min from 7am to 4.59pm, \$0.02/min from 5pm to 10.29pm, \$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 6.59am the following day","Free parking from 7am to 10.29pm, \$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 6.59am the following day",1.2757351,103.8420352
62,HDB Blk 1 / 2 / 5 / 2A / 28 (Jalan Bukit Merah),"1 Jalan Bukit Merah, S(150001)",HDB / URA parking rates from 7am to 10.29pm,"HDB / URA parking rates, up to a maximum charge of \$5.00 from 10.30pm to 6.59am the following day",Charges same as weekdays,Charges same as weekdays,1.2865434,103.8083586
63,HDB Blk 28 (Hoy Fatt Road),"Blk 28, Hoy Fatt Road, S(151028)",HDB / URA parking rates from 7am to 10.29pm,"HDB / URA parking rates, up to a maximum charge of \$5.00 from 10.30pm to 6.59am the following day",Charges same as weekdays,Charges same as weekdays,1.2865339,103.8100792
64,PSB Academy Campus @ Delta,"355 Jalan Bukit Ho Swee, S(169567)",\$0.70/30min from 7am to 5.59pm,\$4.00/entry from 6pm to 11pm,"\$0.70/30min from 7am to 12.59pm, \$4.00/entry from 1pm to 6pm",\$4.00/entry from 7am to 6pm,1.286938,103.826625
65,HDB Blk 28A / 38 / 49A (Beo Crescent),"Blk 28A, Beo Crescent, S(164028)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,Free Parking,1.288227,103.82778
66,Changi Airfreight Centre (CAC),"9 Airline Road, S(819827)",\$0.50/30min from 7am to 9.59pm,\$2.00/entry from 10pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,1.382831,103.999542
67,Joo Seng Warehouse,"1 Upper Aljunied Link, S(367901)",\$1.02/hr from 8am to 6pm,Car Park closed after 6pm,"\$1.02/hr from 8am to 4pm, Car Park closed after 4pm",Closed,1.3350059,103.8812845
68,Gek Poh Shopping Centre,"762 Jurong West Street 75, S(640762)",\$0.0167/min from 7am to 4.59pm,"\$0.0167/min up to a maximum charge of \$1.00 from 5pm to 11.59pm, \$0.0167/min up to a maximum charge of \$2.00 from 12midnight to 6.59am the following day","\$0.0167/min up to a maximum charge of \$1.00 from 7am to 11.59pm, \$0.0167/min up to a maximum charge of \$2.00 from 12midnight to 6.59am the following day","\$0.0167/min up to a maximum charge of \$1.00 from 7am to 11.59pm, \$0.0167/min up to a maximum charge of \$2.00 from 12midnight to 6.59am the following day",1.3489545,103.6978116
69,HDB Blk 349 to 355 (Clementi Ave 2),"Blk 349, Clementi Ave 2, S(120349)",HDB / URA parking rates from 7am to 10.29pm,"HDB / URA parking rates, up to a maximum charge of \$5.00 from 10.30pm to 6.59am the following day",Charges same as weekdays,"Free parking from 7am to 10.29pm, \$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 6.59am the following day",1.3159413,103.7710535
70,HDB Blk 442 to 444 / 442A / 445 / 462A (Clementi Ave 3),"Blk 442, Clementi Ave 3, S(120442)",HDB / URA parking rates from 7am to 10.29pm,"HDB / URA parking rates, up to a maximum charge of \$5.00 from 10.30pm to 6.59am the following day",Charges same as weekdays,"Free parking from 7am to 10.29pm, \$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 6.59am the following day",1.314037,103.7643992
71,Henderson Industrial Park Blk 201,"201 Henderson Road, S(159545)",\$1.40/hr from 8am to 4.59pm,\$1.70/entry from 5pm to 7.59am the following day,Charges same as weekdays,Charges same as weekdays,1.2824693,103.8203805
72,Costa Sands Resort (Pasir Ris),"159M Jalan Loyang Besar, S(509404)","\$0.0214/min from Mon to Fri from 12.01am to 5pm. Free parking from 12pm to 2pm from Mon to Thurs (except School / Public Holidays, and Eve of Public Holidays)",\$2.14/entry from Mon to Thurs from 5pm to 12midnight. \$3.21/entry on Fri from 5pm to 12midnight.,"\$0.0214/min from 12.01am to 5pm, \$3.21/entry from 5pm to 12midnight and rates includes eve of PH and School Holidays","\$0.0214/min from 12.01am to 5pm, \$3.21/entry from 5pm to 12midnight and rates includes eve of PH and School Holidays",1.3790148000000002,103.9588524
73,Sentosa - Costa Sands Resort,Imbiah Walk,Free Parking,Free Parking,Free Parking,Free Parking,1.2562898,103.8133187
74,Zirca Mega Club,"3C River Valley Road, S(179022)","\$2.00 for 1st 2hr, \$1.00 for next subsequent hr from 7am to 5pm","\$2.00 for 1st hr, \$1.00 for next subsequent hr from 5pm to 7am the following day up to a maximum charge of \$5.00",Charges same as weekdays,\$2.50/entry from 7am to 7am the following day,1.2908329,103.846009
75,Marina Bay Golf Course (MBGC),"80 Rhu Cross, S(437437)",Free Parking,Free Parking,Free Parking,Free Parking,1.293302,103.871554
76,Tanglin Public Golf Course & Tennis Courts,"130E Minden Road, S(248819)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.305807,103.815495
77,Orchid Country Club (OCC),"1 Orchid Club Road, S(769162)",Free Parking,Free Parking,Free Parking,Free Parking,1.4111201,103.8443187
78,Laguna National Golf and Country Club,"11 Laguna Golf Green, S(488047)",Free Parking,Free Parking,Free Parking,Free Parking,1.3237873,103.9632967
79,Raffles Country Club (RCC),"450 Jalan Ahmad Ibrahim, S(639932)",Free Parking,Free Parking,Free Parking,Free Parking,1.335269,103.65192
80,Seletar Country Club,"101 Seletar Club Road, S(798273)",Free Parking,Free Parking,Free Parking,Free Parking,1.409643,103.858065
81,Sembawang Country Club,"249 Sembawang Road, S(758352)",Free Parking,Free Parking,Free Parking,Free Parking,1.4166459999999998,103.815968
82,Sentosa Golf Club (SGC),"27 Bukit Manis Road, S(099892)",Free Parking,Free Parking,Free Parking,Free Parking,1.2438513999999998,103.8293374
83,Limbang Shopping Centre,"533 Choa Chu Kang Street 51, S(680533)",\$0.50/30min from 7am to 5pm,"\$1.00/entry from 5pm to 12midnight, \$2.00/entry from 12midnight to 7am the following day",Charges same as weekdays,"\$1.00/entry from 7am to 12midnight, \$2.00/entry from 12midnight to 7am the following day",1.3920229,103.7432804
84,Civil Service Club (Tessensohn Clubhouse),"60 Tessensohn Road, S(217664)",(For Member): \$1.00/hr from 6am to 6pm (For Public): \$2.00/hr from 6am to 6pm,"(For Member): \$1.80/entry from 6pm to 3am the following day, \$1.50/hr from 3am to 6am (For Public): \$4.00/entry from 6pm to 3am the following day, \$2.00/hr from 3am to 6am",Charges same as weekdays,Charges same as weekdays,1.3158871,103.8560132
85,Civil Service Club (Bukit Batok Clubhouse),"91 Bukit Batok West Avenue 2, S(659206)",(For Member): \$1.00/hr from 6am to 5pm (For Public): \$1.80/hr from 6am to 5pm,"(For Member): \$1.50/entry from 5pm to 12midnight, \$1.50/hr from 12midnight to 6am the following day (For Public): \$3.50/entry from 5pm to 12midnight, \$2.00/hr from 12midnight to 6a",Charges same as weekdays,(For Member): \$1.50/entry from 6am to 6am the following day (For Public): \$3.50/entry from 6am to 6am the following day,1.3528495,103.7493957
86,Tanjong Pagar Railway Station,"30 Keppel Road, S(089059)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,1.272837,103.836918
87,OG Albert,"60 Albert Street, S(189969)",\$1.20/30min from 7am to 10.59pm,\$1.20/30min from 7am to 11pm,Charges same as weekdays,Charges same as weekdays,1.3023696000000002,103.8538787
88,Hotel Bencoolen,"47 Bencoolen Street, S(189626)",Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,1.2991864,103.8500772
89,Lion City Hotel,"15 Tanjong Katong Road, S(436950)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,1.3144923000000002,103.8949267
90,ACTION Theatre,"42 Waterloo Street, S(187951)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,1.298372,103.850933
91,The Necessary Stage,"278 Marine Parade Road, S(449282)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,Free Parking,1.3048893,103.9096223
92,Toy Factory Productions,"15A Smith Street, S(058929)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2821016,103.844464
93,Singapore National Eye Centre (SNEC),"11 Third Hospital Avenue, S(168751)","\$0.036/min from 7am to 5.30pm, Additional \$3.00 Valet parking applicable to the normal parking fee",No Valet parking after 5.30pm,No Valet parking,No Valet parking,1.280899,103.8354919
94,ParkwayHealth Day Surgery and Medical Centre,"363 Balestier Road, S(329784)","\$1.04 for 1st hr, \$0.53 for next subsequent 30min from 8am to 4.59pm",\$1.55/entry from 5pm to 7.59am the following day,Charges same as weekdays,Charges same as weekdays,1.3244614,103.8506895
95,Singapore National Eye Centre (SNEC Balestier Branch),"363 Balestier Road, S(329784)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,1.3244614,103.8506895
96,"The Galen, Singapore Science Park II","61 Science Park Road, S(117525)","\$1.60 for 1st hr, \$1.07 for next subsequent 30min from 7.30am to 7.30pm",Free parking from 7.30pm to 7.30am the following day,Free Parking,Free Parking,1.286416,103.783516
97,Keppel Bay Tower,"1 Harbourfront Avenue, S(098632)",\$1.03/30min from 7am to 7pm,"\$3.10/entry from 7pm to 1am the following day, \$3.10/hr from 1am to 7am",Charges same as weekdays,Charges same as weekdays,1.2648866,103.8182751
98,Jurong Crocodile & Reptile Paradise ,"241 Jalan Ahmad Ibrahim, S(629143)","\$2.00/entry from 8am to 6pm, Free parking from 6pm to 7.59am the following day","\$2.00/entry from 8am to 6pm, Free parking from 6pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays,1.32083,103.7089542
99,NUS Car Park 10A - CRISPS,Kent Ridge Road,\$1.20/hr from 8.30am to 7.30pm,Free Parking from 7.30pm to 8.30am the following day,\$1.20/hr with a Maximum Charge of \$2.60 from 8.30am to 5pm,Free Parking,1.2934337,103.7719271
100,NUS Car Park 4 - Raffles Hall / CFA Studios,Kent Ridge Crescent,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2979348,103.773175
101,NUS Car Park 5 - Sports and Recreation Centre,Sports Drive 2,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.3006455,103.7746495
102,NUS Car Park 6B - University Hall,Lower Kent Ridge Road,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2971593,103.7819013
103,NUS Car Park 10 - Block SoC 1,Lower Kent Ridge Road,"*\$0.0321/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0321/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2971593,103.7819013
104,NUS Car Park 12 - Hon Sui Sen Memorial Library,Hon Sui Sen Drive,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2927731000000002,103.7738717
105,NUS Car Park 15 - In front of Temask and Eusoff Halls,Kent Ridge Drive,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 6.30pm to 8.29am the following day,*Free parking whole day from 8.30am to 8.29am the following day,*Free parking whole day from 8.30am to 8.29am the following day,1.2934337,103.7719271
106,NUS Car Park 16 - Lecture Theatre 11,Kent Ridge Drive,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2934337,103.7719271
107,NUS Car Park 10B - Prince George's Park Residences,Prince George's Park,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$2.568 for vehicles entering from 8.30am to 6pm and \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2924835,103.7795706
108,NUS Car Park 11 - In front of IMRE,Research Link,"*\$0.0214/min from 8.30am to 6pm, \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2949585,103.7749425
109,NUS Car Park 12A - Institute of Systems Science,"22 Heng Mui Keng Terrace, S(119615)","*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$2.568 for vehicles entering from 8.30am to 6pm and \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2913685,103.7758791
110,One George Street,"1 George Street, S(049145)",\$2.50/30min from 7am to 6pm,\$3.60/entry after 6pm to 7am the following day,"\$2.50/30min from 7am to 1pm, \$3.60/entry from 1pm to 7am the following day",\$3.60/entry from 7am to 7am the following day,1.2859597,103.847848
111,Fairmont Singapore,"80 Bras Basah Road, S(189560)","\$2.20 for 1st 2hr, \$0.55 for next subsequent 15min from 8am to 6pm",\$3.00/entry from 6pm to 8am the following day,"\$2.20 for 1st 2hr, \$0.55 for next subsequent 15min from 8am to 8am the following day","\$2.20 for 1st 2hr, \$0.55 for next subsequent 15min from 8am to 8am the following day",1.293396,103.8534619
112,Singapore Turf Club (STC),"1 Turf Club Avenue Singapore Racecourse, S(738078)",\$3.00/entry from 9am to 5pm from Mon to Thurs,\$5.00/entry from 5pm to 8am the following day from Mon to Thurs,\$6.00/entry from 9am to 8pm from Fri to Sunday,\$6.00/entry from 9am to 8pm from Fri to Sunday,1.4218875,103.7644704
113,Safra Toa Payoh,"293 Lorong 6 Toa Payoh, S(319387)","(For Member): \$1.25/hr, \$0.32 for next subsequent 15min, (For Public): \$2.30/hr, \$0.58 for next subsequent 15min from 6am to 5.59pm","(For Member): \$2.40/entry, (For Public): \$4.00/entry from 6pm to 5.59am the following day",Charges same as weekdays,"(For Member): \$2.40/entry, (For Public): \$4.00/entry from 6am to 6am the following day",1.329911,103.854256
114,Alliance Francaise de Singapour,"1 Sarkies Road, S(258130)",\$5.00/entry from 7am to 6pm,\$5.00/entry from 6pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3141457,103.8370611
115,Hock Seng Building,"114 Lavender Street, S(338729)",*,*,*,*,1.3116417999999999,103.8632944
116,Marine Cove,"1000 East Coast Parkway, S(449876)",\$2.60/entry from 3am to 3am the following day,\$2.60/entry from 3am to 3am the following day,"\$2.60 for 1st 2hr, \$1.30 for next subsequent hr from 3am to 3am the following day","\$2.60 for 1st 2hr, \$1.30 for next subsequent hr from 3am to 3am the following day",1.3013854999999999,103.912858
117,Strand Hotel,"25 Bencoolen Street, S(189619)",Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,1.2986765999999998,103.8497123
118,Raffles Town Club,"1 Plymouth Avenue, S(297753)","\$2.00 for 1st hr, \$1.50 till 5pm.",\$3.00/entry after 5 pm.,Charges same as weekdays,Charges same as weekdays,1.3216777,103.8248815
119,Orchard Grand Court,"131 Killiney Road, S(239571)","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 5.59pm",\$4.00/entry from 6pm to 6.59am,Charges same as weekdays,\$4.00/entry from 7am to 7am the following day,1.297335,103.8384394
120,Republic Polytechnic,"9 Woodlands Ave 9, S(738964)",\$1.00/hr from 7.01am to 10.30pm,\$1.00/hr from 10.31pm to 7.00am the following day,Charges same as weekdays,Charges same as weekdays,1.443092,103.7855793
121,MICA Building,"140 Hill Street, S(179369)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.2907565,103.8481312
122,Naumi Hotel,"41 Seah Street, S(188396)","\$1.50 for 1st 30min, \$1.20 for next subsequent 30min from 8am to 5pm",\$3.00/entry from 5pm to 8am the following day,Charges same as weekdays,\$3.00/entry from 8am to 8am the following day,1.2959204,103.8551644
123,National Dental Centre,"5 Second Hospital Avenue, S(168938)",\$0.035/min from 7am to 9.59pm,\$2.14/entry from 10pm to 6.59am the following day,Charges same as weekdays,"\$0.018/min from 7am to 9.59pm, \$0.65/entry from 10pm to 6.59am the following day",1.279768,103.838629
124,Lasalle College of the Arts,"1 McNally Street, S(187940)","\$2.00 for 1st hr, \$0.05 for next subsequent min from 7am to 5pm","\$3.00/entry from 5pm to 11pm, \$2.00 for 1st hr, \$0.05 for next subsequent min from 11pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3025743,103.8513396
125,HortPark,"33 Hyderabad Road, S(119578)",\$0.60/30min from 6am to 10pm,"\$0.60/30min from 10pm to 7am the following day, maximum charge of \$5.00 for vehicles entering from 7pm to 10pm",Charges same as weekdays,Charges same as weekdays,1.278715,103.8013131
126,Marina Barrage,"260 Marina Way, S(018976)","\$0,025/min for the 1st 5hr, \$0.05/min for next subsequent hr from 5am to 6pm","\$0.02/min from 6pm to 12midnight, \$0.05/min from 12midnight to 5am the following day",Charges same as weekdays,Charges same as weekdays,1.2798007999999998,103.8696956
127,Singapore Recreation Club,"B Connaught Drive, S(179682)","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 5pm",\$3.00/entry from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2921416,103.8538267
128,"West Coast Park (Carpark 1, 2 and 3)","34 West Coast Park, S(127711)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3167833,103.755092
129,ComfortDelGro Driving Centre,"205 Ubi Avenue 4, S(408805)",*,*,*,*,1.33562,103.896641
130,Prudential Tower,"30 Cecil Street, S(049712)",Season Parking Only,Season Parking Only,Season Parking Only,Season Parking Only,1.2828361,103.8499432
131,Heartland Mall,"205 Hougang Street 21, S(530205)",\$1.00/hr from 7am to 10.30pm,\$2.00/hr from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3594258,103.8851749
132,St Regis Singapore,"29 Tanglin Road, S(247911)","\$4.00 for 1st hr, \$2.00 for next subsequent 30min from 7am to 5pm",\$5/entry from 5pm to 7am the following day,Charges same as weekdays,\$5.00/entry from 7am to 7am the following day,1.3056756,103.8260261
133,Abacus Plaza,"3 Tampines Central 1, S(529540)",\$2.00/hr form 8am to 5pm,\$2.50/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.50/entry from 8am to 8am the following day,1.352687,103.9429503
134,LHK 2 Building,"76 Playfair Road, S(367996)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 8am to 5pm",\$2.00/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.00/entry,1.3365023,103.8865882
135,Pasir Panjang Ferry Terminal,"35 West Coast Highway, S(117862)","\$1.07 for 1st hr, \$1.07 for next subsequent hr from 6am to 4.59pm","\$2.14/entry from 5pm to 11.59pm, \$2.14/entry from 12midnight to 5.59am",Charges same as weekdays,Charges same as weekdays,1.352083,103.819836
136,Jackson Square,"11 Lorong 3 Toa Payoh, S(319579)",\$0.50/30min from 8am to 5pm,\$0.50/30min from 5pm to 8am the following day,Charges same as weekdays,\$1.00/entry from 8am to 8am the following day,1.3369102,103.848618
137,Jurong Medical Centre,"60 Jurong West Central 3, S(648346)","\$2.15 for 1st hr, \$1.07 for next subsequent 30min from 8am to 5pm","\$2.15 for 1st hr, \$1.07 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.3405363,103.7045809
138,TradeHub 21,"8 Boon Lay Way, S(609964)",\$1.20/hr from 7am to 7pm,Free Parking from 7pm to 12midnight,Free Parking,Free Parking,1.3274751,103.753546
139,Sin Ming Plaza,"6 Sin Ming Road, S(575585)","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 8am to 5pm","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.352852,103.836423
140,Sembawang Clubhouse,"43 Admiralty Road West, S(759962)",Free Parking,Free Parking,Free Parking,Free Parking,1.4695251,103.8195851
141,Taman Jurong Shopping Centre,"399 Yung Sheng Road, S(610399)",\$0.50/30min from 7am to 4.59pm,"\$0.50/30min up to a maximum charge of \$1.00 from 5pm to 11.59pm, \$0.50/30min up to a maximum charge of \$2.00 from 12midnight to 6.59am the following day","\$0.50/30min up to a maximum charge of \$1.00 from 7am to 11.59pm, \$0.50/30min up to a maximum charge of \$2.00 from 12midnight to 6.59am the following day","\$0.50/30min up to a maximum charge of \$1.00 from 7am to 11.59pm, \$0.50/30min up to a maximum charge of \$2.00 from 12midnight to 6.59am the following day",1.3348269,103.7204767
142,Changi Hotel,"80 Changi Road, S(419715)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,1.3163448,103.9005345
143,Hotel 1929,"50 Keong Saik Road, S(089154)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2808016000000002,103.8417811
144,New Majestic Hotel,"31 Bukit Pasoh Road, S(089845)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2792949999999998,103.840375
145,Pan Pacific Orchard,"10 Claymore Road, S(229540)","\$5.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 4.59pm",\$5.50/entry from 5pm to 6.59am,Charges same as weekdays,\$5.50/entry from 7am to 7am the following day,1.3076066000000002,103.8301208
146,The Scarlet Hotel,"33 Erskine Road, S(069333)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2807688999999998,103.8454104
147,Hangout @ Mount Emily,"10A Upper Wilkie Road, S(228119)",Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,1.3033771,103.8477547
148,Garden Hotel,"14 Balmoral Road, S(259800)",Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,1.3151528,103.8333595
149,Robertson Quay Hotel,"15 Merbau Road, S(239032)","\$1.50 for 1st hr, \$0.50 for next subsequent 30min from 5am to 5pm",\$3.00/entry from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,1.2911252,103.8417868
150,Singapore Indoor Stadium,"2 Stadium Walk, S(397691)",\$0.54/30min from 7am to 7pm,\$0.54/30min from 7pm to 7am,Charges same as weekdays,Charges same as weekdays,1.300506,103.874585
