Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude_rad,Longitude_rad,Coord_rad
Katong Shopping Centre,"865 Mountbatten Road, S(437844)",\$1.45/hr from 7.01am to 6pm,\$2.50/entry from 6.01pm to 7am the following day,Charges same as weekdays,\$2.50/entry from 7.01am to 7am the following day,0.022757513923033004,1.8134176021861486,"(0.022757513923033004, 1.8134176021861486)"
Enterprise One,"1 Kaki Bukit Road 1, S(415934)","30min free, \$0.70 for next subsequent 30min","30min free, \$0.70 for next subsequent 30min",Charges same as weekdays,Charges same as weekdays,0.023275604439512005,1.8134408796423827,"(0.023275604439512005, 1.8134408796423827)"
Keppel Towers,"10 Hoe Chiang Road, S(089315)",\$3.00/hr from 8am to 5pm,\$3.00/hr from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,0.022240821415284842,1.8123859450466118,"(0.022240821415284842, 1.8123859450466118)"
Keypoint,"371 Beach Road, S(199597)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,0.022730522406150908,1.8127411684186117,"(0.022730522406150908, 1.8127411684186117)"
Kwong Wai Shui Hospital,"705 Serangoon Road, S(328127)",Free Parking,Free Parking,Free Parking,Free Parking,0.022990960437133504,1.8126872133101155,"(0.022990960437133504, 1.8126872133101155)"
Concorde Hotel Singapore,"100 Orchard Road, S(238840)","\$2.14 for 1st hr, \$1.39 for next subsequent 30min from 7am to 6pm",\$3.75/entry from 6pm to 7am the following day,Charges same as weekdays,\$3.75/entry from 7am to 7am the following day,0.022702963657261918,1.8123907516833717,"(0.022702963657261918, 1.8123907516833717)"
Liang Court,"177 River Valley Road, S(179030)",\$1.28/hr from 7am to 6pm,\$3.21/entry 6.01pm to 6.59am the following day,\$3.21/entry from 6am to 6am the following day,\$3.21/entry from 6am to 6am the following day,0.022540293734988292,1.8124236284504915,"(0.022540293734988292, 1.8124236284504915)"
Liat Towers,"541 Orchard Road, S(238881)","\$2.50 for 1st hr, \$1.30 for next subsequent 30min from 7am to 6pm",\$3.80/entry from 6pm to 12midnight,Charges same as weekdays,Charges same as weekdays,0.022778513724592997,1.812187120628883,"(0.022778513724592997, 1.8121871206288831)"
Health Promotion Board,"3 Second Hospital Avenue, S(168937)",\$0.036/min from 7am to 10pm,\$2.14/entry from 10pm to 7am the following day,Charges same as weekdays,"\$0.018/min from 7am to 10pm, \$2.14/entry from 10pm to 7am the following day",0.022332447710356043,1.8123214289508118,"(0.022332447710356043, 1.8123214289508118)"
Lippo Centre,"78 Shenton Way, S(079120)",Season Parking Only,Season Parking Only,Season Parking Only,Season Parking Only,0.02222026841801336,1.8124388791374955,"(0.022220268418013361, 1.8124388791374955)"
Lot One,"21 Choa Chu Kang Avenue 4, S(689812)","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 12midnight to 5.59pm",\$2.57/entry from 6pm to 2.59am the following day,"\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min from 3am to 5.59pm, \$2.57/entry from 6pm to 2.59am the following day","\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min from 3am to 5.59pm, \$2.57/entry from 6pm to 11.59pm",0.02417015723965843,1.810692635332973,"(0.02417015723965843, 1.8106926353329731)"
Loyang Point,"258 Pasir Ris Street 21, S(510258)",\$0.50/30min from 7am to 5pm,"\$1.00/entry from 5pm to 12midnight, \$2.00/entry from 12midnight to 7am the following day",Charges same as weekdays,\$1.00/entry from 7am to 7am the following day,0.023855659380424568,1.8145250170871974,"(0.023855659380424568, 1.8145250170871974)"
Lucky Plaza,"304 Orchard Road, S(238863)","\$1.93 for 1st hr, \$1.28 for next subsequent 30min from 7am to 4.59pm",\$3.38/entry from 5pm to 6.59am the following day,Charges same as Weekdays,"\$1.93 for 1st hr, \$1.28 for next subsequent 30min from 7am to 9.59pm. \$3.38/entry from 10pm to 6.69am on Sunday, \$4.00/entry from 7am to 6.59am the following day on Public Holiday",0.022769137815851284,1.8122457759090547,"(0.022769137815851284, 1.8122457759090547)"
Grand Hyatt Singapore,"10 Scotts Road, S(228211)","\$3.21 for 1st hr, \$1.07 for next subsequent 30min from 4am to 4.59pm",\$5.35/entry from 5pm to 3.59am the following day,Charges same as weekdays,\$5.35/entry from 4am to 3.59am the following day,0.02280008948480615,1.8122320384225123,"(0.022800089484806149, 1.8122320384225123)"
Grand Mercure Roxy Hotel,"50 East Coast Road, S(428769)",\$1.60/hr from 6am to 6am the following day,\$1.60/hr from 6am to 6am the following day,Charges same as weekdays,Charges same as weekdays,0.022758557629925694,1.8134715468226692,"(0.022758557629925694, 1.8134715468226692)"
Grand Park City Hall,"10 Coleman Street, S(179809)","\$3.28 for 1st hr, \$1.55 for next subsequent 30min from 8am to 5pm",\$5.35/entry from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,0.022558893708826796,1.8125261403641073,"(0.022558893708826796, 1.8125261403641073)"
Great Eastern @ Changi,"200 Changi Road, S(419734)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,0.02299001097802042,1.8134579297638453,"(0.02299001097802042, 1.8134579297638453)"
The Chevrons,"48 Boon Lay Way, S(609961)",\$1.00/hr from 7am to 4.59pm from Mon to Thurs,"\$2.00/entry from 5pm to 6.59am the following day from Mon to Thurs, \$3.00/entry from 5pm to 6.59am the following day on Fri","\$1.00/hr from 7am to 4.59pm, \$3.00/entry from 5pm to 6.59am the following day",\$2.00/entry from 7am to 6.59am the following day,0.023229709261501565,1.8107562037149894,"(0.023229709261501565, 1.8107562037149894)"
Great World City,"1 Kim Seng Promenade, S(237994)",\$1.66/hr from 6.01am to 5pm,\$3.53/entry from 5.01pm to 6am the following day,\$1.77/hr up to a maximum cap of \$6.00/entry from 6.01am to 6am the following day,\$1.77/hr up to a maximum cap of \$6.00/entry from 6.01am to 6am the following day,0.022578148181134797,1.8122096842454527,"(0.022578148181134797, 1.8122096842454527)"
Greenridge Shopping Centre,"524A Jelapang Road, S(671524)","\$0.60/30min from 7am to 12pm, free parking from 12pm to 2pm, \$0.60/30min from 2pm to 5pm","\$1.00/entry from 5pm to 12midnight, \$2.00/entry from 12midnight to 7am the following day",Charges same as weekdays,\$1.00/entry from 7am to 7am the following day,0.024178367268459816,1.8110624793281171,"(0.024178367268459816, 1.8110624793281171)"
Guthrie House,"1 Fifth Avenue, S(268802)","\$0.02/min from 8am to 12pm \$0.02/min from 2pm to 6pm for the 1st 30min, \$0.05/min thereafter. \$0.08/min from 12pm to 2pm",\$0.06/min up to a maximum charge of \$3.60 from 6pm to 8am the following day,"\$0.04/min for 1st 30min, \$0.02/min for next subsequent min",\$2.00/entry from 8am to 8am the following day,0.023228916882021156,1.8115772449923708,"(0.023228916882021156, 1.8115772449923708)"
HarbourFront Centre,"1 Maritime Square, S(099253)","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 6pm","\$2.60/entry from 6pm to 1am the following day, \$2.04/hour from 1am to 7am the following day",Charges Same as Weekdays,Charges Same as Weekdays,0.022063930550265964,1.8120054458163843,"(0.022063930550265964, 1.8120054458163843)"
HDB Hub (Toa Payoh),"480 Toa Payoh Lorong 6, S(310480)",\$0.60/30min from 7am to 6pm,"\$1.50/entry from 6pm to 10.30pm, \$5.00/entry from 10.30pm to 7am the following day",Charges same as weekdays,"\$1.50/entry from 7am to 10.30pm, \$5.00/entry from 10.30pm to 7am the following day",0.023256753138261217,1.8124988469052647,"(0.023256753138261217, 1.8124988469052647)"
High Street Centre,"1 North Bridge Road, S(179094)",\$3.21/hr from 7am to 5pm,\$3.21/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.21/entry from 7am to 7am the following day,0.022514902685030282,1.8125145356699108,"(0.022514902685030282, 1.8125145356699108)"
Hilton Hotel,"581 Orchard Road, S(238883)","\$7.00 for 1st hr, \$3.50 for next subsequent 30min from 7am to 6pm",\$7.00/entry from 6pm to 7am the following day,Charges same as weekdays,\$7.00/entry from 7am to 7am the following day,0.02279211682078304,1.8121652533986847,"(0.02279211682078304, 1.8121652533986847)"
Hitachi Tower / Caltex House,"16 Collyer Quay, S(049318)",\$3.00/30min from 7.30am to 6.29pm,\$3.50/entry from 6.30pm to 7.29am the following day,"\$2.75/30min from 7.30am to 12.59pm, 3.30/entry from 1pm to 7.29am the following day",\$3.50/entry from 7.30am to 7.29am the following day,0.022412441385962698,1.8125695030693734,"(0.022412441385962698, 1.8125695030693734)"
Lumiere,"2 Mistri Road, S(079624)",\$2.50/hr from 12 midnight to 6pm,\$3.00/entry from 6pm to 12midnight,"Charges same as weekdays, but \$3.00/entry after 1pm",\$3.00/entry,0.022241282182207372,1.8124563062500767,"(0.022241282182207372, 1.8124563062500767)"
Holiday Inn Hotel - Parkview,"11 Cavenagh Road, S(229616)","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 5pm","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,0.022730262352092367,1.812367362526066,"(0.022730262352092367, 1.8123673625260659)"
Holland Road Shopping Centre,"211 Holland Avenue, S(278967)",\$2.20/30min from 12midnight to 8.59pm from Mon-Thurs,\$4.80/entry from 9pm to 12midnight the following day from Mon-Thurs,"\$2.20/30min from 12midnight to 9pm, \$5.80/entry from 9pm to 12midnight the following day from Friday to Sunday","\$2.20/30min from 12midnight to 9pm, \$5.80/entry from 9pm to 12midnight the following day from Friday to Sunday",0.022870525737428885,1.8115711049240626,"(0.022870525737428885, 1.8115711049240626)"
Hong Leong Building,"16 Raffles Quay, S(048581)",\$3.00/30min from 7am to 5.59pm,\$2.00/hr from 6pm to 6.59am the following day,"\$3.00/30min from 7am to 12.59pm, \$2.00/hr from 1pm to 6.59am the following day",\$2.00/hr from 7am to 6.59am the following day,0.02236481484133428,1.8125422043745427,"(0.02236481484133428, 1.8125422043745427)"
Hotel Asia,"37 Scotts Road, S(228229)",Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,0.022889172835157193,1.8122788254637705,"(0.022889172835157193, 1.8122788254637705)"
Singapore Art Museum,"71 Bras Basah Road, S(189555)",Limited Free Parking Lots,Limited Free Parking Lots,Not for public,Not for public,0.022638334115060568,1.8125364884212425,"(0.022638334115060568, 1.8125364884212425)"
Singapore Tourism Board (STB),"1 Orchard Spring Lane, S(247729)","\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 8.30am to 6pm",Car Park closed after 6pm,Closed,Closed,0.022755662128696636,1.812071490820609,"(0.022755662128696636, 1.812071490820609)"
Hotel Rendezvous,"9 Bras Basah Road, S(189559)",\$3.70/hr from 7am to 5pm,\$3.70/hr from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,0.022663526197483855,1.8125121882020672,"(0.022663526197483855, 1.8125121882020672)"
Hotel Royal Queens,"12 Queen Street, S(188553)",\$1.28/30min from 8am to 5pm,\$3.21/entry 5pm to 8am the following day,Charges same as weekdays,\$3.21/entry from 8am to 8am the following day,0.022648701370817415,1.8125621273079542,"(0.022648701370817415, 1.8125621273079542)"
Hotel Windsor,"401 Macpherson Road, S(368125)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,0.023243563685103896,1.813039005364806,"(0.023243563685103896, 1.813039005364806)"
Hougang Mall,"90 Hougang Avenue 10, S(538766)","\$1.20 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight","\$1.20 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight","\$1.30 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight","\$1.30 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight",0.023953434470450542,1.8132885281066464,"(0.023953434470450542, 1.8132885281066464)"
Hougang 1,"1 Hougang Street 91, S(538692)","\$1.34 for 1st hr, \$0.81 for next subsequent 30min from 7am to 5pm","\$1.34 for 1st hr, \$0.81 for next subsequent 30min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,0.024014175419078448,1.8130363332657211,"(0.024014175419078448, 1.8130363332657211)"
ICA Building,"10 Kallang Road, S(208718)",\$0.80/30min from 8am the 5pm,"\$0.60/30min from 5pm to 7am the following day, Parking charges capped at \$5.00 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.60/30min from 7am to 10.30pm the following day, Parking charges capped at \$5.00 from 10.30pm to 7am the following day",0.022805972989714627,1.8127417565945696,"(0.022805972989714627, 1.8127417565945696)"
IKEA Alexandra,"317 Alexandra Road, S(159965)",\$1.50/30min from 8am to 5pm,\$1.50/30min from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,0.022482546026027554,1.8117506539255321,"(0.022482546026027554, 1.8117506539255321)"
IMM Building,"2 Jurong East Street 21, S(609601)","1st 2hr free \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","1st 2hr free, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","\$1.07 for 1st 2hr, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","\$1.07 for 1st 2hr, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min",0.02329197039190796,1.8107267251039232,"(0.02329197039190796, 1.8107267251039232)"
Institute Of Mental Health (IMH),"10 Buangkok View, S(539747)",Free Parking,Free Parking,Free Parking,Free Parking,0.02412389379717582,1.8131305705733534,"(0.024123893797175819, 1.8131305705733534)"
Inter-continental Singapore Hotel,"80 Middle Road,S(88966)","\$1.60 for 1st hr, \$0.40 for next subsequent 10min from 8am to 5pm, \$2.50/entry from 5pm to 8am the following day from Mon to Thurs","\$1.60 for 1st hr, \$0.40 for next subsequent 10min from 8am to 5pm, \$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 5pm to 8am the following day on Fri","\$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 8am to 8am the following day","\$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 8am to 8am the following day",0.022679324917872907,1.812623379638053,"(0.022679324917872907, 1.8126233796380531)"
International Building,"360 Orchard Road, S(238869)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,0.02279691996688453,1.812192993661816,"(0.02279691996688453, 1.812192993661816)"
Grand Copthorne Waterfront Hotel,"392 Havelock Road, S(169663)","\$3.75 for 1st hr, \$2.14 for next subsequent hr from 7am to 5pm",\$4.28/entry from 5pm to 7am the following day,Charges same as weekdays,\$4.28/entry from 7am to 7am the following day,0.022520566278453,1.8122661299387914,"(0.022520566278452999, 1.8122661299387914)"
Chijmes (Valet Parking),"30 Victoria Street, S(187996)",Not Applicable,"\$4.00/entry for Valet charge, Additional \$4.00/hr for carpark charges applies from 6.00pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays,0.022608389501084104,1.8125673458424176,"(0.022608389501084104, 1.8125673458424176)"
Chinatown Point,"133 New Bridge Road, S(059413)",\$1.20/30min from 7.01am to 5pm,\$2.50/entry from 5.01pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,0.022433798980019355,1.8124375299979836,"(0.022433798980019355, 1.8124375299979836)"
Cineleisure Orchard,"8 Grange Road, S(239695)","\$2.40 for 1st hr, \$1.40 for next subsequent 30min from 7am to 5.59pm","\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 6pm to 6.59am the following day","\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 7am to 7.59am the following day","\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 8am to 7.59am the following day",0.02271601348407908,1.812287145448315,"(0.022716013484079079, 1.8122871454483149)"
City Bayview Hotel,"30 Bencoolen Street, S(189621)","\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 7am to 5pm","\$3.00/entry from 5pm to 11pm, \$4.00/entry from 11pm to 7am the following day",Charges same as weekdays,"\$3.00/entry from 7am to 11pm, \$4.00/entry from 11pm to 7am the following day",0.022663653606519254,1.8125296729105136,"(0.022663653606519254, 1.8125296729105136)"
Clarke Quay,"3 River Valley Road, S(179019)","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 7am to 12.29pm","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 1.30pm to 6.59am the following dayto a maximum of \$6.42 from 1.30pm to 6.59am the following day","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 7am to 6.59am the following day",\$2.68/entry from 7am to 6.59am the following day,0.02251974771903382,1.812436411241933,"(0.022519747719033818, 1.8124364112419331)"
Clifford Centre,"24 Raffles Place, S(048621)",\$5.00/hr from 7am to 5pm \$2.50/30mins,\$3.00/entry from 5pm to 11pm,Charges same as weekdays,Charges same as weekdays,0.02240583356941465,1.8125645777502242,"(0.022405833569414651, 1.8125645777502242)"
Compass One,"1 Sengkang Square, S(545078)","\$1.40 for 1st 1hr, \$0.70 for next subsequent 30min from 7am to 11pm","\$1.40 for 1st 1hr, \$0.70 for next subsequent 30min from 7am to 11pm",Charges same as weekdays,Charges same as weekdays,0.024298719937689586,1.8133119259905988,"(0.024298719937689586, 1.8133119259905988)"
